DE0,DE2,DE3,DE4,DE5,DE6,DE7,DE18,DE19,DE22,DE25,DE26,DE38,DE39,DE41,DE42,DE48,DE49,DE55,DE60,DE61,DE90,DE127,DE300,DE301,DE1004,DE2004,DE3004,DE4004,DE5004
,4532766092221022,280000,000000001705,000000001705,000000001705,0110230000,5271,356,901,59,04,i32937,12,70007469,PAYUPAISA477790,9792143330526,356," ",WEB,visa,b051d9558dd3228154dcb2d2d3b1325a7e6e39ae12," ",3,,,,,,
,5204914772621103,280000,000000062997,000000062997,000000062997,0111000000,4457,356,901,52,04,t88291,12,70011803,CLEARTRIP689430,9789366302621,144," ",WEB,mastercard,5daff3e73de92fc75d51dd8daad35934a4582e2312," ",1,,000000020244,,,,
,4532117962146990,280000,000000004296,000000004296,000000004296,0111000000,3299,524,901,59,04,h97858,12,70015020,GROFERS11797900,9795649407006,524," ",WEB,visa,23f7f6820fbc746b0482974c153eac47429f8c0312," ",2,,000000013300,,,,
,2436393306071142,280000,000000058667,000000058667,000000058667,0111030000,3359,144,901,59,04,s20865,12,70015020,GROFERS11797900,9792761374568,144," ",WEB,mastercard,8e810eb4511411c7765514d93c2d6de80a226a2312," ",2,,000000020710,,,,
,6011804551044356,280000,000000015746,000000015746,000000015746,0111040000,3243,144,901,59,04,p81446,12,70007469,PAYUPAISA477790,9782223346813,144," ",WEB,rupay,7d3861007a38e6b2ee2d293a019930fc471efb9c12," ",3,,000000007204,000000012580,000000000463,,
,4532246605326378,280000,000000022694,000000022694,000000022694,0111050000,3385,144,901,52,04,f06018,12,70015020,GROFERS11797900,9780514705684,524," ",WEB,visa,5d885a2bed3b47f992685fba7fcdb8d8f0695dab12," ",2,,000000012960,,,,
,4716550993163477,280000,000000009936,000000009936,000000009936,0111050000,7542,586,901,52,04,q05862,12,70011803,CLEARTRIP689430,9791365605771,356," ",WEB,visa,377a5621edbd5379b9eb6fefb820955108a2be6412," ",1,,,,,,
,4485869129831602,280000,000000013053,000000013053,000000013053,0111090000,3359,356,901,52,04,i63118,12,70011803,CLEARTRIP689430,9788590507680,356," ",WEB,visa,7a8642c935100be2fc5c1330b663fbef1b37aa7112," ",1,,000000000105,,,,
,4916143899922143,280000,000000012259,000000012259,000000012259,0111120000,3200,356,901,52,04,p87567,12,70015020,GROFERS11797900,9792959117021,524," ",WEB,visa,2f9e376e7cd73212879f2021dbc3584c0a0bbf6012," ",2,,000000012129,000000012823,,,
,6011830320992807,280000,000000017258,000000017258,000000017258,0111120000,3197,356,901,52,04,d93278,12,70007469,PAYUPAISA477790,9782989348632,144," ",WEB,rupay,1a39fb60af284908b9ae4ef7925d5c1b93e8452512," ",3,,000000021177,000000007319,000000019679,,
,5540024406642211,280000,000000024495,000000024495,000000024495,0112000000,3180,144,901,59,04,r83130,12,70011803,CLEARTRIP689430,9787947151873,586," ",WEB,mastercard,99f5dd087994586f1b8e4bbc98da0f7f2de8bb6112," ",1,,000000073556,,,,
,4916112577088287,280000,000000013072,000000013072,000000013072,0112000000,3252,356,901,59,04,l80434,12,70007469,PAYUPAISA477790,9799007971895,586," ",WEB,visa,94294c98b88d13d26006efe7a08f02cf2507598b12," ",3,,000000014201,000000012145,,,
,6011189283961501,280000,000000012044,000000012044,000000012044,0112020000,3197,144,901,52,04,g20047,12,70011803,CLEARTRIP689430,9786188900530,356," ",WEB,rupay,a229e5530177788bb0f912eb747c5816c764a28b12," ",1,,000000013896,000000009822,,,
,5429333376678279,280000,000000097735,000000097735,000000097735,0112050000,3102,356,901,52,04,f17222,12,70011803,CLEARTRIP689430,9788416887262,356," ",WEB,mastercard,24e570910f9a66c5e08f19c8390e0e6fc674e9fc12," ",1,,000000009620,000000078473,,,
,5352746410810627,280000,000000010126,000000010126,000000010126,0112060000,3171,144,901,52,04,s27973,12,70007469,PAYUPAISA477790,9792739331104,586," ",WEB,mastercard,5de62c10a00665e36e2833ef3e6b573c784c6c3a12," ",3,,000000028545,000000025232,,,
,6011935370451008,280000,000000014721,000000014721,000000014721,0112070000,3103,586,901,59,04,f63826,12,70007469,PAYUPAISA477790,9788545953975,356," ",WEB,rupay,62578eb73478fea0e7fb7b0e6b529c19fcf3014712," ",3,,000000006021,000000008722,000000007015,000000021795,
,2436393306071142,280000,000000019910,000000019910,000000019910,0112080000,3287,524,901,52,04,y80959,12,70011803,CLEARTRIP689430,9781009893817,586," ",WEB,mastercard,9f5ab8566a75f8394140147202cd5e27ead65b9c12," ",1,,000000020710,,,,
,4024007118253748,280000,000000013890,000000013890,000000013890,0112080000,3239,586,901,52,04,j49645,12,70015020,GROFERS11797900,9799015105183,356," ",WEB,visa,ff26f70798546da977234355c253979ebd02293812," ",2,,000000013875,000000012293,000000012893,000000013178,
,6011829226382360,280000,000000000672,000000000672,000000000672,0113020000,4784,356,901,59,04,c76581,12,70007469,PAYUPAISA477790,9793678719398,144," ",WEB,rupay,be9bfa11a26e72476f972d1d22934461fb9215bc12," ",3,,000000005285,000000018805,000000014397,,
,6011830320992807,280000,000000014694,000000014694,000000014694,0113050000,3757,356,901,59,04,s09527,12,70015020,GROFERS11797900,9796272569086,144," ",WEB,rupay,31e0170385ed4ce5b9346c2328e93f7e34b646e812," ",2,,000000021177,000000007319,000000019679,,
,2316524319838607,280000,000000021166,000000021166,000000021166,0113090000,3357,356,901,59,04,h28420,12,70007469,PAYUPAISA477790,9783209859617,356," ",WEB,mastercard,9abe074f165260f8ddd6dfc6616b11a24d53773d12," ",3,,,,,,
,4539874789911310,280000,000000013885,000000013885,000000013885,0113120000,3280,524,901,52,04,o84777,12,70011803,CLEARTRIP689430,9791608137717,144," ",WEB,visa,6eaee0e0cbda5fd61a42949eefebc051abea09f412," ",1,,000000017640,000000012064,,,
,4556327688792800,280000,000000013244,000000013244,000000013244,0113150000,3501,356,901,52,04,r06815,12,70007469,PAYUPAISA477790,9788968242915,144," ",WEB,visa,dcd146f2342ba3c1b2fd0561c51dca8a70ccfc6d12," ",3,,000000013745,,,,
,5448808686841193,280000,000000042979,000000042979,000000042979,0113180000,3075,144,901,52,04,o70085,12,70015020,GROFERS11797900,9782512971795,356," ",WEB,mastercard,a89938a79d3cae8692f4c61d35ad0b7716f326ae12," ",2,,000000027908,,,,
,4532117962146990,280000,000000011739,000000011739,000000011739,0113190000,3366,586,901,52,04,e54967,12,70011803,CLEARTRIP689430,9794036964009,586," ",WEB,visa,0fc2e190b14eb755239bd2662532ce2a3d3b78d512," ",1,,000000013300,,,,
,6011189283961501,280000,000000003570,000000003570,000000003570,0113190000,3261,586,901,52,04,r58234,12,70011803,CLEARTRIP689430,9790189071007,524," ",WEB,rupay,b9d1ab022ceb904d6511337c5b3d72b231fcd52e12," ",1,,000000013896,000000009822,,,
,6011846026449025,280000,000000026098,000000026098,000000026098,0113190000,3757,524,901,52,04,s15178,12,70011803,CLEARTRIP689430,9798202971723,586," ",WEB,rupay,d4333898fe194e73d701eef2a66374238ab4820f12," ",1,,,,,,
,5540024406642211,280000,000000020347,000000020347,000000020347,0113230000,5571,524,901,52,04,u91051,12,70007469,PAYUPAISA477790,9787549619573,356," ",WEB,mastercard,dfb9eb54b6cb88f93730f29f06d6e634bc0ed8bd12," ",3,,000000073556,,,,
,4485175065737146,280000,000000022787,000000022787,000000022787,0114000000,4111,524,901,52,04,u53973,12,70011803,CLEARTRIP689430,9785374276633,144," ",WEB,visa,865360f0665fb080f9cd2c8c82ae9d761dcba75512," ",1,,000000018738,000000013720,,,
,4532246605326378,280000,000000012989,000000012989,000000012989,0114040000,3204,356,901,59,04,r03708,12,70015020,GROFERS11797900,9780556777038,524," ",WEB,visa,0a89c7864657207eb14bef5e3359490243cb07ee12," ",2,,000000012960,,,,
,4539800466191116,280000,000000021214,000000021214,000000021214,0114070000,3112,356,901,59,04,k86101,12,70011803,CLEARTRIP689430,9795002936365,144," ",WEB,visa,607a053950ff8e57b7ecbfcde1869ba882adbbe812," ",1,,000000012316,,,,
,4929581908594889,280000,000000013815,000000013815,000000013815,0114100000,3441,356,901,59,04,t79478,12,70007469,PAYUPAISA477790,9792467429319,586," ",WEB,visa,4485cd7edc4a39e9997a9a19f1f6dcf158eb887712," ",3,,000000013595,000000012748,,,
,6011920728597199,280000,000000025559,000000025559,000000025559,0114140000,3821,356,901,59,04,j80429,12,70015020,GROFERS11797900,9799261658815,356," ",WEB,rupay,ee10be5478e18786a94db521f2509a7b8db6b22f12," ",2,,000000002444,000000012270,,,
,4532856714982687,280000,000000036745,000000036745,000000036745,0102200000,3161,356,901,52,04,c87207,12,70011803,CLEARTRIP689430,9796289602318,356," ",WEB,visa,c8ccdedf5de17fc10bad68a0d6e4492c302f266912," ",1,,000000013551,000000012075,,,
,2316524319838607,280000,000000022362,000000022362,000000022362,0102230000,3146,356,901,52,04,t63559,12,70015020,GROFERS11797900,9789518356960,144," ",WEB,mastercard,508d84ce26076d88700fbcecd67e4a0a7a93055312," ",2,,000000021166,,,,
,4539433150521313,280000,000000012278,000000012278,000000012278,0103030000,3193,144,901,59,04,o54538,12,70015020,GROFERS11797900,9793631139461,356," ",WEB,visa,8eacaeb3efafe528fc1ebe3709808680e65cd41c12," ",2,,000000012951,000000013040,,,
,6011784160071380,280000,000000022337,000000022337,000000022337,0103040000,3420,524,901,52,04,v73612,12,70011803,CLEARTRIP689430,9789110009752,586," ",WEB,rupay,d59ce69d0cb5c6f0dd942ef4f8b4a5ecd24004da12," ",1,,000000015367,000000012813,000000019495,000000026163,000000009629
,4539866589853064,280000,000000013869,000000013869,000000013869,0103080000,7513,144,901,52,04,e84223,12,70015020,GROFERS11797900,9780066687476,144," ",WEB,visa,f431f613e19e6c0c8b919226f8159657eb9c578912," ",2,,000000012995,000000012950,000000013927,,
,5212924834582326,280000,000000026549,000000026549,000000026549,0103080000,3427,144,901,52,04,g90839,12,70015020,GROFERS11797900,9793043184318,356," ",WEB,mastercard,6414a02079c182a343c3b32ef97f2901a2a3396712," ",2,,,,,,
,5331235391528800,280000,000000060204,000000060204,000000060204,0103080000,5551,586,901,52,04,y52201,12,70007469,PAYUPAISA477790,9791562478109,356," ",WEB,mastercard,0ab2fce314479804122e613cb661abf4564bd33b12," ",3,,000000043405,000000095892,000000064799,000000027745,
,6011846026449025,280000,000000019601,000000019601,000000019601,0103080000,5551,144,901,59,04,a55356,12,70011803,CLEARTRIP689430,9791720791200,356," ",WEB,rupay,7d6ecee2a1bce42ea7e35e7b4b399ef157cf8caf12," ",1,,000000026098,,,,
,4121097910977794,280000,000000013746,000000013746,000000013746,0103120000,5599,586,901,59,04,f43096,12,70015020,GROFERS11797900,9780518149279,144," ",WEB,visa,12f3d154b11419a74fe1a049874ce9fbc44153f512," ",2,,000000012270,000000006151,000000000947,,
,6011427686886473,280000,000000015295,000000015295,000000015295,0103130000,3243,144,901,52,04,v78761,12,70011803,CLEARTRIP689430,9790799216072,586," ",WEB,rupay,7c5e93e69fe20748f4dfca40f52f8aa238ba378612," ",1,,000000015489,,,,
,4490589740355202,280000,000000013695,000000013695,000000013695,0103170000,3144,356,901,59,04,j50489,12,70011803,CLEARTRIP689430,9782225445545,586," ",WEB,visa,fc55cd57ba24ca852ebbf7a350a85e2ea983689812," ",1,,000000006046,,,,
,2221882807573993,280000,000000092114,000000092114,000000092114,0103170000,3103,356,901,52,04,w56451,12,70015020,GROFERS11797900,9788019135623,524," ",WEB,mastercard,ebc7f12be876bbf92615958342a3382618901d2a12," ",2,,000000032963,000000023600,000000027191,,
,2396478346989565,280000,000000023893,000000023893,000000023893,0103180000,4131,144,901,52,04,v89079,12,70015020,GROFERS11797900,9795576325688,524," ",WEB,mastercard,0d950d8b57bd4cab41d6aeb56d199af9d44b4b5212," ",2,,000000021332,000000094530,000000022691,,
,2221978181228491,280000,000000027109,000000027109,000000027109,0103210000,3174,144,901,59,04,f42166,12,70007469,PAYUPAISA477790,9799943336215,586," ",WEB,mastercard,0211a58fbdb9f854d770efb22bd424552566e4c912," ",3,,000000073757,000000084356,,,
,2221978181228491,280000,000000050102,000000050102,000000050102,0104030000,5571,356,901,52,04,p56424,12,70015020,GROFERS11797900,9790174985449,144," ",WEB,mastercard,1666174cea9fa037f9000a27b035e188b63178de12," ",2,,000000073757,000000084356,,,
,4716678214231755,280000,000000020411,000000020411,000000020411,0104050000,7531,586,901,59,04,j87245,12,70007469,PAYUPAISA477790,9788420442235,144," ",WEB,visa,76f68f7480a061d7b5bc5b84977dab579ce287b312," ",3,,000000000372,000000012995,000000024044,000000012349,
,4716944788006340,280000,000000019984,000000019984,000000019984,0104060000,3299,356,901,52,04,x55519,12,70011803,CLEARTRIP689430,9783962697686,356," ",WEB,visa,ba7dbd69d6b135397d3dcc4d3955c112a592072412," ",1,,000000018850,000000012735,,,
,2720152444270080,280000,000000026457,000000026457,000000026457,0104070000,7531,144,901,59,04,z26652,12,70007469,PAYUPAISA477790,9780074702291,144," ",WEB,mastercard,fee856a3ece9c58ebf320567d2edc193efdfae9712," ",3,,000000027950,000000052145,000000025259,000000022397,
,4156860470944241,280000,000000013017,000000013017,000000013017,0104100000,3398,356,901,59,04,l44635,12,70011803,CLEARTRIP689430,9791071456933,356," ",WEB,visa,b69d1b12957b839838e20b45afd0127f5de1f8d912," ",1,,,,,,
,2221882807573993,280000,000000027562,000000027562,000000027562,0104140000,4582,356,901,59,04,t28061,12,70007469,PAYUPAISA477790,9787876819264,144," ",WEB,mastercard,67fb8f9c0005c649033fed94047adcbb298ae48612," ",3,,000000032963,000000023600,000000027191,,
,4929700957056703,280000,000000012802,000000012802,000000012802,0104150000,7542,356,901,52,04,x27882,12,70011803,CLEARTRIP689430,9796923572441,524," ",WEB,visa,3c711acb5eef6bc504a8dddd14e108c3d7d690b712," ",1,,000000012564,000000005702,000000013425,000000013831,
,4024007118253748,280000,000000012313,000000012313,000000012313,0104190000,3171,144,901,52,04,q51816,12,70011803,CLEARTRIP689430,9787409315843,144," ",WEB,visa,0ea58ae4f582d018c08f225abb56a5975e969efc12," ",1,,000000013890,000000013875,000000012293,000000012893,000000013178
,5212924834582326,280000,000000032237,000000032237,000000032237,0105000000,7511,356,901,59,04,x91077,12,70007469,PAYUPAISA477790,9781833928310,356," ",WEB,mastercard,382613a4a3e5a66c296e85e67c839510ff6d703f12," ",3,,,,,,
,5108411630631207,280000,000000026809,000000026809,000000026809,0106010000,3146,586,901,59,04,h49142,12,70007469,PAYUPAISA477790,9796999144641,356," ",WEB,mastercard,1fa6d08c1bec79d44aca01aec1e1f308b2d0e5d712," ",3,,000000040043,000000027971,000000020679,000000084861,000000011080
,4485869129831602,280000,000000012822,000000012822,000000012822,0106020000,7523,586,901,52,04,y48147,12,70015020,GROFERS11797900,9799329963486,356," ",WEB,visa,ee0368fedc2a417592aae1bd3f1ea6a0b82da24112," ",2,,000000013053,000000013027,000000013118,000000000105,
,6011779343779347,280000,000000010305,000000010305,000000010305,0106060000,3368,356,901,59,04,a26177,12,70007469,PAYUPAISA477790,9780313028564,586," ",WEB,rupay,018d611c8dab8e6791d4e4a4515457c68c7843ce12," ",3,,000000013463,000000022243,,,
,2415235660628550,280000,000000025546,000000025546,000000025546,0106100000,3370,144,901,52,04,y32894,12,70011803,CLEARTRIP689430,9790283270481,144," ",WEB,mastercard,e405bf3dcdd2e71a2c1cde03458f4df5e13b6af012," ",1,,000000035230,000000099457,000000062381,000000060600,000000023367
,5508656364933866,280000,000000019349,000000019349,000000019349,0106120000,7538,586,901,52,04,l78923,12,70015020,GROFERS11797900,9798998133916,356," ",WEB,mastercard,c6fcff099e6eb82815ea1e83c53234f774e0ca1612," ",2,,000000023739,000000021180,,,
,2396478346989565,280000,000000063175,000000063175,000000063175,0106160000,3393,356,901,59,04,r02628,12,70011803,CLEARTRIP689430,9797029603565,356," ",WEB,mastercard,2f493eb49f3ec0a3d3e4bba0c4ccb30485a25bf412," ",1,,000000021332,000000094530,000000022691,,
,4539874789911310,280000,000000012374,000000012374,000000012374,0106160000,3096,524,901,52,04,k61845,12,70011803,CLEARTRIP689430,9793487101643,356," ",WEB,visa,0d1a1b541a74b3635f8ceb470d8220f4fb346e4612," ",1,,000000013885,000000012590,000000017640,000000012064,
,4532246605326378,280000,000000013290,000000013290,000000013290,0106160000,3103,356,901,52,04,r50880,12,70011803,CLEARTRIP689430,9798760845146,356," ",WEB,visa,65503cfa631c5daa956c54c9d57705ca7be5749e12," ",1,,000000012989,000000022694,000000013421,000000012960,
,4929581908594889,280000,000000013555,000000013555,000000013555,0106200000,3436,144,901,59,04,w19839,12,70011803,CLEARTRIP689430,9788886030748,586," ",WEB,visa,e89b6e4c00068cd232aecc0cff0364dea267461712," ",1,,000000013815,000000013595,000000012748,,
,4556361062184375,280000,000000039054,000000039054,000000039054,0106210000,5271,144,901,59,04,p50365,12,70007469,PAYUPAISA477790,9780355443196,524," ",WEB,visa,247579959d6a53af4903d4924e352df2fcb9863512," ",3,,,,,,
,2221978181228491,280000,000000048142,000000048142,000000048142,0106230000,3412,586,901,52,04,a69891,12,70011803,CLEARTRIP689430,9797992568458,586," ",WEB,mastercard,df7fc0c0a56472f91b57729b8e300787557c58bd12," ",1,,000000073757,000000084356,,,
,4929146601983852,280000,000000033424,000000033424,000000033424,0107030000,3075,524,901,59,04,r83808,12,70007469,PAYUPAISA477790,9790218177120,356," ",WEB,visa,8e0446f7d5ab4ac47f8186568f838dcc772bfc3812," ",3,,000000000884,000000012185,000000016562,000000013801,
,2513312283173461,280000,000000068641,000000068641,000000068641,0107050000,3420,356,901,52,04,c92165,12,70007469,PAYUPAISA477790,9791587607065,144," ",WEB,mastercard,5bea334d33091f92d594f720187cb8a72af484f812," ",3,,000000076280,000000026888,,,
,2720102927475748,280000,000000027164,000000027164,000000027164,0107080000,3072,356,901,52,04,s29307,12,70007469,PAYUPAISA477790,9788644755739,356," ",WEB,mastercard,d0c1b7ed5574d1d895f0ca9343afb71aebf3e43e12," ",3,,000000005896,000000021343,000000092859,000000094123,000000021733
,4556786663993545,280000,000000033114,000000033114,000000033114,0107120000,3427,144,901,59,04,l32321,12,70015020,GROFERS11797900,9794583519042,356," ",WEB,visa,39215dd02882a64e2dd6c6eaef0cff91d9949ed112," ",2,,000000026014,,,,
,2396478346989565,280000,000000023660,000000023660,000000023660,0107120000,4112,144,901,59,04,b48738,12,70015020,GROFERS11797900,9787155959414,144," ",WEB,mastercard,88bb26ab61aace658835fdeb9d5e31b8e51d9ef412," ",2,,000000021332,000000094530,000000022691,,
,4153478340676373,280000,000000012753,000000012753,000000012753,0108010000,3436,586,901,52,04,d65069,12,70007469,PAYUPAISA477790,9786056632648,144," ",WEB,visa,dfeda1e6aeb8cae83e598cb6ecc519fabb5ac82912," ",3,,000000012697,000000010605,000000013004,000000012103,
,4986225983942924,280000,000000012261,000000012261,000000012261,0108010000,7523,524,901,59,04,t98046,12,70015020,GROFERS11797900,9782701746340,356," ",WEB,visa,4cdda6b1c61fb2148d0632e6ca7a029f92cb271812," ",2,,000000013072,000000024151,,,
,4024007140508705,280000,000000013010,000000013010,000000013010,0108010000,7538,356,901,52,04,n10676,12,70011803,CLEARTRIP689430,9788521605157,586," ",WEB,visa,92bc0d4fb72ffb2e51d3213046c88d05ccb7434212," ",1,,000000011706,000000013968,,,
,2221978181228491,280000,000000060178,000000060178,000000060178,0108040000,3282,144,901,59,04,u33210,12,70011803,CLEARTRIP689430,9790318628898,356," ",WEB,mastercard,bd2b0f35bf8b86a766f3d7601c3114c30a69a26812," ",1,,000000073757,000000084356,,,
,4485100850384532,280000,000000012765,000000012765,000000012765,0108040000,3144,144,901,59,04,p93056,12,70007469,PAYUPAISA477790,9789961960660,586," ",WEB,visa,5062e0c5f8acaa4d96230a582a91a7ecbdb314bf12," ",3,,000000013782,000000012738,000000016117,,
,5352746410810627,280000,000000024285,000000024285,000000024285,0108080000,3267,586,901,59,04,f27369,12,70007469,PAYUPAISA477790,9794604673395,144," ",WEB,mastercard,fd716abc63665bdbacaa8db5004010778b35c72f12," ",3,,000000010126,000000079162,000000028545,000000025232,
,6011145133101896,280000,000000010984,000000010984,000000010984,0108120000,7549,144,901,59,04,u53453,12,70011803,CLEARTRIP689430,9787845565772,356," ",WEB,rupay,d9d9f02be5e645b47d5e2615a2ba49fd1409152512," ",1,,000000008393,000000005678,,,
,6011830320992807,280000,000000009702,000000009702,000000009702,0108130000,3175,144,901,52,04,w06952,12,70011803,CLEARTRIP689430,9795901502531,586," ",WEB,rupay,d605e54ad42146cb141318931a97935be9d5d57612," ",1,,000000014694,000000017258,000000002167,000000021177,000000007319
,2221978181228491,280000,000000021022,000000021022,000000021022,0108140000,3380,356,901,52,04,q79918,12,70007469,PAYUPAISA477790,9784422133218,144," ",WEB,mastercard,fbf4d4ae66cf3cc2368da0322f056f8b4510f4d012," ",3,,000000073757,000000084356,,,
,5129482911245962,280000,000000021555,000000021555,000000021555,0108160000,3287,356,901,59,04,m97833,12,70015020,GROFERS11797900,9794222249521,356," ",WEB,mastercard,e39a5454e0ede104169c7d898f25c7f8b7c9cee912," ",2,,000000021230,000000042497,000000021362,000000080006,
,4556786663993545,280000,000000035705,000000035705,000000035705,0108160000,3219,586,901,59,04,j21593,12,70015020,GROFERS11797900,9789502556451,356," ",WEB,visa,1835166274351e4506148883b968adc79cd68d2a12," ",2,,000000026014,,,,
,2436393306071142,280000,000000039753,000000039753,000000039753,0108180000,7542,586,901,52,04,r96660,12,70011803,CLEARTRIP689430,9782995449989,144," ",WEB,mastercard,6b3105c1115636f8b9308bb16685e39ede65022112," ",1,,000000019910,000000058667,000000020710,,
,6011856641891980,280000,000000020996,000000020996,000000020996,0108180000,3132,356,901,52,04,g90636,12,70015020,GROFERS11797900,9798151078276,524," ",WEB,rupay,0562674674a1e403c70520a79aa5f61a5d5d8f7012," ",2,,,,,,
,4024007140508705,280000,000000012466,000000012466,000000012466,0108180000,3423,586,901,59,04,b93899,12,70015020,GROFERS11797900,9786360357541,524," ",WEB,visa,4b73386d697da0cf02d14176e66c5909068179e012," ",2,,000000011706,000000013968,,,
,4024007108703181,280000,000000013335,000000013335,000000013335,0108220000,3117,356,901,52,04,h82275,12,70011803,CLEARTRIP689430,9782312039800,144," ",WEB,visa,603d1ae205fcfe0bde27debfc3ee42bd331d2d5a12," ",1,,000000012747,,,,
,6011006438921695,280000,000000019463,000000019463,000000019463,0109020000,3196,586,901,52,04,o52204,12,70015020,GROFERS11797900,9783385968110,586," ",WEB,rupay,c2185be51d24f718f4514cadca7ee660f04185d612," ",2,,000000003404,000000004097,000000025552,000000024764,000000008341
,5349216399619304,280000,000000001745,000000001745,000000001745,0109050000,3197,144,901,59,04,p18416,12,70015020,GROFERS11797900,9784060081353,356," ",WEB,mastercard,f632a9f557e249c92fef33924acaa1446ddd4f9b12," ",2,,000000025950,000000091760,000000071275,000000080126,
,5539163528452878,280000,000000029225,000000029225,000000029225,0109070000,3204,356,901,52,04,n53999,12,70011803,CLEARTRIP689430,9780026015431,356," ",WEB,mastercard,56031eb91ce1252659289b3154909ff02419d99812," ",1,,000000025403,,,,
,4024007152690987,280000,000000012024,000000012024,000000012024,0109100000,3196,356,901,59,04,k77991,12,70015020,GROFERS11797900,9786435083146,356," ",WEB,visa,0eeb2605f820d070483a21faae52263bea7504ef12," ",2,,,,,,
,2433507638493079,280000,000000090352,000000090352,000000090352,0109130000,3079,356,901,59,04,f91480,12,70015020,GROFERS11797900,9780942525168,144," ",WEB,mastercard,8adcbbb5f40770f23ccf1f412e7dac81753a321512," ",2,,000000023453,,,,
,2433507638493079,280000,000000069196,000000069196,000000069196,0109130000,4121,586,901,52,04,z03995,12,70015020,GROFERS11797900,9782188940552,356," ",WEB,mastercard,6bd1e585a7ffd10dd102bba47b8a527ffb6d577e12," ",2,,000000023453,,,,
,6011856641891980,280000,000000010431,000000010431,000000010431,0109140000,3190,356,901,59,04,w38658,12,70007469,PAYUPAISA477790,9798664973020,586," ",WEB,rupay,9cdc8851f839ee10179512a1d355d26b88b86b1912," ",3,,,,,,
,4532856714982687,280000,000000030854,000000030854,000000030854,0109180000,3172,524,901,59,04,c97272,12,70015020,GROFERS11797900,9791900281453,356," ",WEB,visa,b88b3ebc2240ecd8cfc6782ee6950b87e7c6752c12," ",2,,000000013551,000000012075,,,
,4716550993163477,280000,000000023139,000000023139,000000023139,0109200000,3370,356,901,59,04,j30205,12,70007469,PAYUPAISA477790,9780708688748,144," ",WEB,visa,829edcd1d59fce4a1ccfd9fbd8cc13ac9d7398a412," ",3,,000000009936,000000028826,,,
,4929526968847289,280000,000000012228,000000012228,000000012228,0109210000,5271,356,901,59,04,j11238,12,70015020,GROFERS11797900,9799258042672,586," ",WEB,visa,faac98d13b99eed4b3dec38e0b19ea60608fdea612," ",2,,000000027521,000000012784,,,
,2720386609281249,280000,000000079871,000000079871,000000079871,0110030000,3190,586,901,52,04,z03321,12,70011803,CLEARTRIP689430,9796474768669,586," ",WEB,mastercard,fe122cc9a0b35bd10918d0f91de308b9c0e31bbd12," ",1,,000000018956,000000013052,000000021828,000000018514,
,6011920728597199,280000,000000016912,000000016912,000000016912,0110070000,3381,356,901,52,04,i32124,12,70007469,PAYUPAISA477790,9789117036126,586," ",WEB,rupay,d432fe085b200fe642d19b6b302f7b70f86ff83b12," ",3,,000000025559,000000020792,000000002444,000000012270,
,4929146601983852,280000,000000031578,000000031578,000000031578,0110110000,3263,144,901,59,04,a17132,12,70007469,PAYUPAISA477790,9793934846721,144," ",WEB,visa,5f6190e3475fe2416fdb6a81755a36f358da896b12," ",3,,000000000884,000000012185,000000016562,000000013801,
,4485869129831602,280000,000000013648,000000013648,000000013648,0110150000,3193,524,901,52,04,d64372,12,70007469,PAYUPAISA477790,9782906468115,144," ",WEB,visa,9a49d2f68af60372fc6e5e44c116de2e0dd33a4f12," ",3,,000000013053,000000013027,000000013118,000000000105,
,4986225983942924,280000,000000013795,000000013795,000000013795,0110170000,3438,356,901,59,04,s52799,12,70007469,PAYUPAISA477790,9782776606709,356," ",WEB,visa,73c46d1afbc5e9bf4640fa262307e253563cb36012," ",3,,000000013072,000000024151,,,
,4532766092221022,280000,000000012738,000000012738,000000012738,0110200000,3263,524,901,59,04,k76463,12,70011803,CLEARTRIP689430,9788348211678,356," ",WEB,visa,97f0792a00dc7efdbcc7987a0243de0f48b1d37f12," ",1,,000000001705,000000017423,,,
,4916143899922143,280000,000000012817,000000012817,000000012817,0111030000,3106,586,901,52,04,g73633,12,70015020,GROFERS11797900,9796085164768,586," ",WEB,visa,65f9736b8b0342d9e4ef918b690e3ef8974b084312," ",2,,000000012259,000000012129,000000012823,,
,5429333376678279,280000,000000025612,000000025612,000000025612,0112020000,3391,586,901,52,04,g94218,12,70007469,PAYUPAISA477790,9787021240394,586," ",WEB,mastercard,2b5a5e416c124370a2c4699bb84e128f9c566e2912," ",3,,000000097735,000000009620,000000078473,,
,4024007115633843,280000,000000012575,000000012575,000000012575,0113010000,3174,586,901,52,04,a02621,12,70011803,CLEARTRIP689430,9784753213603,524," ",WEB,visa,5aa948b36ff5136055c10040aad3fa649907cf2012," ",1,,000000012750,000000014507,,,
,2221978181228491,280000,000000058870,000000058870,000000058870,0113030000,7531,356,901,52,04,h75720,12,70011803,CLEARTRIP689430,9784497562883,356," ",WEB,mastercard,aa02d01fb2fb6e1651b76ee55f2a44eea2eb5e9d12," ",1,,000000073757,000000084356,,,
,4024007108703181,280000,000000013110,000000013110,000000013110,0113050000,3400,144,901,52,04,s15687,12,70007469,PAYUPAISA477790,9796736639300,586," ",WEB,visa,1127559d84dadc57edd5f9dff4e465b0c3c94c8912," ",3,,000000012747,,,,
